Region,Date,Taux d'urbainisation,Superficie agricole,Superficie perdue,Risque déforestation
Dakar,2001,96.6289852,1765.5,3.7115709259033216,1
Dakar,2002,96.6927999,905.1333333333333,0.07447080688476562,1
Dakar,2003,96.5933185,1179.1333333333332,3.7115709259033216,1
Dakar,2004,96.6930352,1157.0,0.0744604736328125,1
Dakar,2005,96.6931359,3220.0,3.7115709259033216,1
Dakar,2006,96.6932729,1987.0,3.7115709259033216,1
Dakar,2007,96.7073393,1721.1333333333332,0.07447554931640625,1
Dakar,2008,97.2171306,1671.0,0.14894259643554686,1
Dakar,2009,97.2171407,2638.5,3.7115709259033216,1
Dakar,2010,97.22,3847.5,3.7115709259033216,1
Dakar,2011,96.67636067436779,6146.5,3.7115709259033216,1
Dakar,2012,96.67636067436779,5477.5,1.3400869812011718,1
Dakar,2013,96.4656336422716,6018.5,3.5733254699707038,1
Dakar,2014,96.39998639228571,5644.5,7.295835028076173,1
Dakar,2015,96.3999973579064,3739.5,6.626440618896486,1
Dakar,2016,96.40000933115999,4670.5,6.776076184082031,1
Dakar,2017,96.40002266738449,4885.5,8.486653686523443,1
Dakar,2018,96.39996319887699,1736.6333333333332,15.561970806884766,1
Dakar,2019,96.67636067436779,1945.6333333333328,16.603957116699227,1
Dakar,2020,96.67636067436779,1784.0,7.594723199462893,1
Diourbel,2001,22.0177913,209778.5,0.7440928100585937,0
Diourbel,2002,16.0347977,190832.5,0.3721973327636719,0
Diourbel,2003,15.8,164652.5,0.18612117401123046,0
Diourbel,2004,15.6293351,164552.5,0.0745184326171875,0
Diourbel,2005,15.4004539,164144.5,0.18612117401123046,0
Diourbel,2006,15.2121,155376.5,0.5952291015625,0
Diourbel,2007,15.1244293,166312.5,0.5214674499511719,0
Diourbel,2008,15.4575855,184438.5,0.14905218505859374,0
Diourbel,2009,15.4571928,357815.5,0.5209385803222656,0
Diourbel,2010,15.46,244017.5,0.18612117401123046,0
Diourbel,2011,16.150757247693225,208470.5,0.07442976684570313,0
Diourbel,2012,16.150757247693225,222453.5,0.18612117401123046,0
Diourbel,2013,16.0185114076884,213340.5,0.14897252197265626,0
Diourbel,2014,16.0999891814644,204308.5,0.22353839111328125,0
Diourbel,2015,16.0999702813471,254694.5,0.2979869079589844,0
Diourbel,2016,16.2000182776373,273193.5,0.18612117401123046,0
Diourbel,2017,16.1999613695955,193639.0,0.18612117401123046,0
Diourbel,2018,16.1999798453589,231289.5,0.18612117401123046,0
Diourbel,2019,16.150757247693225,222018.5,0.18612117401123046,0
Diourbel,2020,16.150757247693225,268421.0,0.18612117401123046,0
Fatick,2001,12.7977154,257065.86666666673,18.735582104516133,0
Fatick,2002,12.6091354,284230.8666666667,63.35949729619048,0
Fatick,2003,12.7,241291.86666666673,29.814552911376953,0
Fatick,2004,12.6120232,204817.86666666667,24.17400019641353,0
Fatick,2005,12.5986992,237277.86666666673,10.440166922415939,0
Fatick,2006,12.5954446,233475.86666666673,25.85764913942823,0
Fatick,2007,12.754554,214193.0,71.38157358072922,0
Fatick,2008,13.1368204,240672.0,114.56663131103504,0
Fatick,2009,13.136557,334051.0,17.97855190791111,0
Fatick,2010,13.14,368679.0,13.312160943603516,0
Fatick,2011,14.19044735256929,313788.0,22.202880786132816,0
Fatick,2012,14.19044735256929,283231.0,11.86502204565908,0
Fatick,2013,15.466158635594999,366429.0,23.487172033691397,0
Fatick,2014,16.2999483380724,281461.0,62.775850738597185,0
Fatick,2015,16.4999803074661,390272.0,46.43319336550256,0
Fatick,2016,16.700104315299,407404.0,11.292042523193354,0
Fatick,2017,16.9000494135521,407456.0,11.144487145996097,0
Fatick,2018,17.099967431124,406193.0,11.816964221191403,0
Fatick,2019,14.19044735256929,463043.0,16.604970367431644,0
Fatick,2020,14.19044735256929,485448.0,19.069238293457023,0
Kaffrine,2001,15.10661680891902,277708.0,0.0746206298828125,0
Kaffrine,2002,15.10661680891902,316389.0,3.4360068481445314,0
Kaffrine,2003,15.10661680891902,318756.7263157895,1.7395155361938484,0
Kaffrine,2004,15.10661680891902,311212.17647058825,0.2990905639648437,0
Kaffrine,2005,15.10661680891902,326968.0,0.29883232421875,0
Kaffrine,2006,15.10661680891902,260435.0,1.7395155361938484,0
Kaffrine,2007,15.10661680891902,233405.0,2.0897294250488283,0
Kaffrine,2008,11.9369275,345956.0,0.14953840942382812,0
Kaffrine,2009,11.936575,436664.0,1.120678234863281,0
Kaffrine,2010,11.94,515301.0,0.4480682739257813,0
Kaffrine,2011,15.10661680891902,327286.0,2.0169688049316403,0
Kaffrine,2012,15.10661680891902,313074.5263157895,0.2239226440429688,0
Kaffrine,2013,15.146069080339801,327977.0,22.169591668701177,0
Kaffrine,2014,16.1999571389209,319194.17647058825,1.8658888732910155,0
Kaffrine,2015,16.600015090922803,422097.0,0.5973740234375,0
Kaffrine,2016,17.0000142399881,453855.0,1.7395155361938484,0
Kaffrine,2017,17.3999917572479,423952.0,1.7395155361938484,0
Kaffrine,2018,17.800001472851697,462153.0,1.7395155361938484,0
Kaffrine,2019,15.10661680891902,473294.1764705882,1.7395155361938484,0
Kaffrine,2020,15.10661680891902,543523.0,1.7395155361938484,0
Kaolack,2001,25.592574600000006,232600.0,4.03542113647461,0
Kaolack,2002,23.4800141,247766.0,62.86628368953939,0
Kaolack,2003,23.5,210038.0,1.195730438232422,0
Kaolack,2004,23.3563554,241609.44444444447,3.2579750925340836,0
Kaolack,2005,23.3026723,246297.44444444447,0.8977221008300781,0
Kaolack,2006,23.2486454,225303.6842105263,2.5419913940429693,0
Kaolack,2007,23.3998571,241294.44444444447,6.705023609260107,0
Kaolack,2008,31.671712,335384.0,4.7081005554199225,0
Kaolack,2009,31.6710904,355085.0,6.58234263305664,0
Kaolack,2010,31.67,323594.0,3.1421925537109368,0
Kaolack,2011,29.97801409800463,281123.0,3.963276043701172,0
Kaolack,2012,29.97801409800463,262109.0,10.350082585712508,0
Kaolack,2013,35.255366202679895,260180.0,20.34269414672854,0
Kaolack,2014,35.899946303197204,319121.0,18.327228924560547,0
Kaolack,2015,36.2999874713211,316397.0,6.732812719726563,0
Kaolack,2016,36.7000621716412,343298.5882352941,0.4486161865234375,0
Kaolack,2017,37.09998674599429,343150.5882352941,0.07477611083984376,0
Kaolack,2018,37.4999553732404,362607.58823529404,7.857227347668222,0
Kaolack,2019,29.97801409800463,366771.58823529404,0.8974493041992191,0
Kaolack,2020,29.97801409800463,426004.0,0.07482772827148437,0
Kedougou,2001,22.941111204179336,19306.75,295.76667373551913,1
Kedougou,2002,22.941111204179336,21275.55,407.6166142889281,1
Kedougou,2003,22.941111204179336,26632.75,90.96769576846847,1
Kedougou,2004,22.941111204179336,20420.55,44.75219278270047,1
Kedougou,2005,22.941111204179336,17056.55,224.5527417310529,1
Kedougou,2006,22.941111204179336,16458.55,180.06817180783736,1
Kedougou,2007,22.941111204179336,15841.55,833.6211532631545,1
Kedougou,2008,16.392960199999994,19462.8,163.62543159095932,1
Kedougou,2009,16.3927387,14960.55,402.7253219940544,1
Kedougou,2010,16.39,19850.55,244.4448328803806,1
Kedougou,2011,22.941111204179336,17310.75,205.70617940894033,1
Kedougou,2012,22.941111204179336,32013.55,195.7273681743547,1
Kedougou,2013,24.794360353336806,35007.55,926.3293489030425,1
Kedougou,2014,25.9996674171101,46278.023684210515,1065.0223622723272,1
Kedougou,2015,26.200381348587303,22382.55,539.2423450660857,1
Kedougou,2016,26.499787306703702,24776.55,858.9223956570737,1
Kedougou,2017,26.7998979603669,38501.05,914.1455190907677,1
Kedougou,2018,27.0002075515092,40334.8,621.339393050274,1
Kedougou,2019,22.941111204179336,37322.273684210515,707.8603525421506,1
Kedougou,2020,22.941111204179336,44043.0,477.3767566945984,1
Kolda,2001,12.6778231,134170.0,1363.6360786651253,1
Kolda,2002,13.0558765,133200.0,6708.690271265011,1
Kolda,2003,13.2,159499.0,1025.0904789796111,1
Kolda,2004,13.097362400000002,172053.0,795.8140080271277,1
Kolda,2005,13.1152446,184981.0,12172.031824422937,1
Kolda,2006,13.1330645,200102.0,2723.797541189394,1
Kolda,2007,13.3384235,172660.0,6579.936520091598,1
Kolda,2008,21.3561167,282591.0,276.58110027633387,1
Kolda,2009,21.3562468,208199.6,3831.870829868953,1
Kolda,2010,21.36,166976.0,2053.1394413252256,1
Kolda,2011,19.90608730787559,123214.0,404.64747466471323,1
Kolda,2012,19.90608730787559,129535.0,2092.127796910136,1
Kolda,2013,25.6073242710826,132130.0,3762.711863448496,1
Kolda,2014,26.4999919435993,130886.0,1018.1785473178039,1
Kolda,2015,27.0000028418214,236782.0,485.986165373248,1
Kolda,2016,27.399991732006804,240383.0,633.7212176182403,1
Kolda,2017,27.9000228471871,260263.0,777.9380338809033,1
Kolda,2018,28.3999051903123,398980.0,392.21213284921686,1
Kolda,2019,19.90608730787559,402370.3,755.4873927443804,1
Kolda,2020,19.90608730787559,401758.0,303.61518674357086,1
Louga,2001,20.2618423,390305.0,3.783057275390624,0
Louga,2002,18.6347716,400235.0,2.8977413452148437,0
Louga,2003,18.7,282752.0,0.0743853515625,0
Louga,2004,18.7011355,330600.0,0.22305435180664065,0
Louga,2005,18.7301091,279131.0,1.038251055908203,0
Louga,2006,18.7588989,248812.7058823529,3.0430559265136723,0
Louga,2007,19.0783896,229756.7058823529,0.2961951416015625,0
Louga,2008,18.4766424,310601.0,0.14834918823242188,0
Louga,2009,18.4764029,413049.70588235295,0.07432490234375,0
Louga,2010,18.48,346226.0,1.0870421627807618,0
Louga,2011,20.268508167670923,240600.0,4.5274020751953135,0
Louga,2012,20.268508167670923,210825.0,0.6674038208007813,0
Louga,2013,21.697954570672607,220833.0,2.1504432250976557,0
Louga,2014,22.299973740781496,230588.0,1.9276293518066407,0
Louga,2015,22.6000757534765,361102.0,0.1481176025390625,0
Louga,2016,22.8999623198351,372922.0,1.0870421627807618,0
Louga,2017,23.0999554707054,495254.0,0.5193058898925781,0
Louga,2018,23.4000165272635,375010.0,1.0870421627807618,0
Louga,2019,20.268508167670923,309885.0,0.2221267517089844,0
Louga,2020,20.268508167670923,424390.0,1.0870421627807618,0
Matam,2001,18.487222151453928,56152.0,0.07424700927734375,0
Matam,2002,13.9499481,54532.0,0.594959619140625,0
Matam,2003,13.8,37014.0,0.2562989096069336,0
Matam,2004,13.905369,49268.0,0.2562989096069336,0
Matam,2005,13.885446900000002,61397.0,0.2562989096069336,0
Matam,2006,13.8657859,48082.0,0.148927197265625,0
Matam,2007,13.851808300000002,50297.0,0.07452205810546875,0
Matam,2008,16.917891100000002,54778.0,0.2562989096069336,0
Matam,2009,16.918631,67125.0,0.2562989096069336,0
Matam,2010,16.92,58830.0,0.2562989096069336,0
Matam,2011,18.487222151453928,46960.0,0.2562989096069336,0
Louga,2012,18.487222151453928,50445.0,0.2562989096069336,0
Matam,2013,21.2934569869822,50429.0,2.8218239562988283,0
Matam,2014,22.900000684317497,35600.0,0.9669041809082032,0
Matam,2015,23.599992753969307,50884.0,0.2562989096069336,0
Matam,2016,24.4000742029133,53293.0,0.2562989096069336,0
Matam,2017,25.199967632648892,76707.0,0.2562989096069336,0
Matam,2018,25.899959710977697,65406.0,0.2562989096069336,0
Matam,2019,18.487222151453928,48312.0,0.2562989096069336,0
Louga,2020,18.487222151453928,71358.0,0.4445941711425781,0
Saint Louis,2001,31.3763652,37086.6875,23.56622762451173,1
Saint Louis,2002,36.5467567,43840.63888888888,2.439450360107422,1
Saint Louis,2003,36.1,40396.32638888888,0.9519317698759192,1
Saint Louis,2004,36.6230148,54954.6875,1.5513761108398436,1
Saint Louis,2005,36.3710461,54725.6875,0.8129350891113281,1
Saint Louis,2006,36.11837979999999,44087.0,1.2568655395507813,1
Saint Louis,2007,36.675365,43438.75,0.0738189697265625,1
Saint Louis,2008,43.5959583,50221.0,1.1816274780273441,1
Saint Louis,2009,43.59649870000001,52548.0,0.14764915771484374,1
Saint Louis,2010,43.6,69308.0,0.9599528381347656,1
Saint Louis,2011,41.464691274845684,58163.75,0.5912409790039062,1
Matam,2012,41.464691274845684,79676.0,10.94253355712891,1
Saint Louis,2013,45.331495298929994,79382.88888888889,66.73092523193357,1
Saint Louis,2014,46.3000441644977,83875.0,100.86977230990536,1
Saint Louis,2015,46.9000691310168,88249.0,12.339202374135931,1
Saint Louis,2016,47.5000813808706,94024.0,12.339202374135931,1
Saint Louis,2017,48.100022791006495,90031.0,9.677452490234378,1
Saint Louis,2018,48.6999630312092,100766.0,11.297380389404294,1
Saint Louis,2019,41.464691274845684,84880.0,3.6191203682693778,1
Matam,2020,41.464691274845684,102293.0,10.11378721923828,1
Sedhiou,2001,19.23498457815728,109708.2,806.8111610956163,1
Sedhiou,2002,19.23498457815728,61133.0,2591.90096551001,1
Sedhiou,2003,19.23498457815728,67148.65,61.30197200915771,1
Sedhiou,2004,19.23498457815728,65002.0,1343.4432457310545,1
Sedhiou,2005,19.23498457815728,143008.0,379.97036476406885,1
Sedhiou,2006,19.23498457815728,98025.0,479.80199022908533,1
Sedhiou,2007,19.23498457815728,99004.0,850.3645503995274,1
Sedhiou,2008,15.5684207,144103.0,196.01558033231854,1
Sedhiou,2009,15.568245999999998,180565.0,3159.3229203957612,1
Sedhiou,2010,15.57,121990.0,3238.716997200969,1
Sedhiou,2011,19.23498457815728,90227.0,556.1616774414068,1
Saint Louis,2012,19.23498457815728,90239.0,587.257027346742,1
Sedhiou,2013,19.208642940083106,97318.0,5942.886238866564,1
Sedhiou,2014,20.499980773256894,117511.2,2101.9971947693625,1
Sedhiou,2015,20.9999421210167,200636.0,672.3000494181321,1
Sedhiou,2016,21.399860817815302,155244.2,828.368473271819,1
Sedhiou,2017,21.899902517523604,175018.2,2243.437945935564,1
Sedhiou,2018,22.39986533371989,180485.2,1253.3722567749244,1
Sedhiou,2019,19.23498457815728,231055.2,979.4403923915727,1
Saint Louis,2020,19.23498457815728,272663.0,1006.6521240735576,1
Tambacounda,2001,17.823518399999994,176204.35714285716,1568.3018579327988,0
Tambacounda,2002,16.9048779,160487.35714285716,6779.4084712386875,0
Tambacounda,2003,16.9,225082.3571428572,1736.9168932575753,0
Tambacounda,2004,16.880099800000004,183789.0,140.84006198335538,0
Tambacounda,2005,16.8688564,198233.35714285716,3667.2981025656227,0
Tambacounda,2006,16.857654,154372.0,1787.6324394715311,0
Tambacounda,2007,17.001847,167998.0,4866.183763649708,0
Tambacounda,2008,20.8261427,265861.0,133.15613752936864,0
Tambacounda,2009,20.8261206,195542.0,250.40275371924287,0
Tambacounda,2010,20.83,232296.0,98.32897694881659,0
Tambacounda,2011,20.56340032255672,146248.0,130.99825220865884,0
Sedhiou,2012,20.56340032255672,162155.35714285716,733.258519924388,0
Tambacounda,2013,23.695380957273503,196785.35714285716,491.02098410584716,0
Tambacounda,2014,24.2000238164095,190710.0,249.45553377625708,0
Tambacounda,2015,24.3999435981891,226414.0,314.21797266395697,0
Tambacounda,2016,24.699968807329803,243568.0,57.0200884962134,0
Tambacounda,2017,24.999968103172197,290099.0,114.16205566032829,0
Tambacounda,2018,25.300003078533397,238027.0,101.16034114638369,0
Tambacounda,2019,20.56340032255672,236830.65,80.56360859585634,0
Sedhiou,2020,20.56340032255672,247487.0,71.74734718939074,0
Thies,2001,39.3256616,239363.5,0.2230763671875,0
Thies,2002,43.5139293,229470.5,1.4904727600097656,0
Thies,2003,43.5,233869.5,6.112941442871095,0
Thies,2004,43.6972365,225346.5,9.612151361083985,0
Thies,2005,43.7913069,236257.5,3.1995235229492187,0
Thies,2006,43.8736338,214440.5,0.5213906127929687,0
Thies,2007,44.5246109,247351.5,2.3849783081054694,0
Thies,2008,44.17622520000001,340914.5,1.2661889831542967,0
Thies,2009,44.1762129,231653.5,1.9392251892089845,0
Thies,2010,44.18,268321.5,0.4461243164062499,0
Thies,2011,46.03819119197739,196623.0,2.907089331054687,0
Thies,2012,46.03819119197739,231440.5,2.6749493713378913,0
Thies,2013,48.75228077707421,212503.5,9.671160510253904,0
Thies,2014,49.499990752657496,211453.5,8.856858410644534,0
Thies,2015,50.099956439422996,277268.5,10.86659713745117,0
Thies,2016,50.600010610085,303327.5,3.4986026672363275,0
Thies,2017,51.2000028069655,295274.5,10.1909078125,0
Thies,2018,51.70000058543321,303328.5,7.30040765380859,0
Thies,2019,46.03819119197739,297385.5,5.738244598388673,0
Thies,2020,46.03819119197739,331150.0,4.6871442810058594,0
Ziguinchor,2001,46.4797725,172762.0,137.86945860954722,1
Ziguinchor,2002,43.5660044,62238.5,543.8673049800377,1
Ziguinchor,2003,43.7,80900.5,99.05813181762693,1
Ziguinchor,2004,42.92224,75964.5,465.8133238409784,1
Ziguinchor,2005,42.1267367,99778.5,174.3983537105066,1
Ziguinchor,2006,42.1967763,79506.5,152.54992835944694,1
Ziguinchor,2007,42.7476213,75720.0,548.9728606589645,1
Ziguinchor,2008,47.15841760000001,94542.0,733.1099102391144,1
Ziguinchor,2009,47.1583677,65298.0,679.7783472166296,1
Ziguinchor,2010,47.16,74597.0,570.4027091909602,1
Ziguinchor,2011,45.48446351764522,41172.0,416.95239288210337,1
Ziguinchor,2012,45.48446351764522,44890.0,446.0832872838637,1
Ziguinchor,2013,45.9356351895927,44475.0,3528.7027285124195,1
Ziguinchor,2014,46.399971728451796,37082.0,2988.9948972313787,1
Ziguinchor,2015,46.8998916932864,78563.0,1926.6895173623925,1
Ziguinchor,2016,47.300096855277005,80278.0,1988.3189450939008,1
Ziguinchor,2017,47.79995105993871,78849.0,3788.3891895950856,1
Ziguinchor,2018,48.199933255777,79683.0,1706.2673352737454,1
Ziguinchor,2019,45.48446351764522,75124.0,1669.1069340016775,1
Ziguinchor,2020,45.48446351764522,119887.0,3239.0958839782197,1
